Headwords,# Collocates,Total headwords,# Collocates,Headword,POS,Position,Collocate,POS,Position,Total collocations
,,,7,significance,n,2,great,adj,1,
,,,7,significance,n,2,little,adj,1,
,,,7,significance,n,2,political,adj,1,
,,,7,significance,n,2,practical,adj,1,
,,,7,significance,n,2,social,adj,1,
,,,7,significance,n,2,statistical,adj,1,
,,,3,tradition,n,2,cultural,adj,1,
,,,3,tradition,n,2,literary,adj,1,
,,,3,tradition,n,2,western,adj,1,
,,,10,policy,n,2,current,adj,1,
,,,10,policy,n,2,economic,adj,1,
,,,10,policy,n,2,educational,adj,1,
,,,10,policy,n,2,effective,adj,1,
,,,10,policy,n,2,environmental,adj,1,
,,,10,policy,n,2,foreign,adj,1,
,,,10,policy,n,2,key,adj,1,
,,,10,policy,n,2,national,adj,1,
,,,10,policy,n,2,public,adj,1,
,,,10,policy,n,2,social,adj,1,
,,,12,status,n,2,current,adj,1,
,,,12,status,n,2,economic,adj,1,
,,,12,status,n,2,equal,adj,1,
,,,12,status,n,2,high,adj,1,
,,,12,status,n,2,legal,adj,1,
,,,12,status,n,2,low,adj,1,
,,,12,status,n,2,political,adj,1,
,,,12,status,n,2,professional,adj,1,
,,,12,status,n,2,relative,adj,1,
,,,12,status,n,2,social,adj,1,
,,,12,status,n,2,socioeconomic,adj,1,
,,,12,status,n,2,special,adj,1,
,,,5,trend,n,2,current,adj,1,
,,,5,trend,n,2,general,adj,1,
,,,5,trend,n,2,growing,adj,1,
,,,5,trend,n,2,increasing,adj,1,
,,,5,trend,n,2,social,adj,1,
,,,1,living,n,2,daily,adj,1,
,,,3,understanding,n,2,deep,adj,1,
,,,3,understanding,n,2,mutual,adj,1,
,,,3,understanding,n,2,theoretical,adj,1,
,,,1,attempt,n,2,deliberate,adj,1,
,,,5,variable,n,2,dependent,adj,1,
,,,5,variable,n,2,independent,adj,1,
,,,5,variable,n,2,individual,adj,1,
,,,5,variable,n,2,random,adj,1,
,,,5,variable,n,2,single,adj,1,
,,,2,statistic,n,2,descriptive,adj,1,
,,,2,statistic,n,2,official,adj,1,
,,,4,stage,n,2,developmental,adj,1,
,,,4,stage,n,2,early,adj,1,
,,,4,stage,n,2,final,adj,1,
,,,4,stage,n,2,initial,adj,1,
,,,6,communication,n,2,direct,adj,1,
,,,6,communication,n,2,effective,adj,1,
,,,6,communication,n,2,electronic,adj,1,
,,,6,communication,n,2,personal,adj,1,
,,,6,communication,n,2,verbal,adj,1,
,,,6,communication,n,2,written,adj,1,
,,,1,observation,n,2,direct,adj,1,
,,,5,income,n,2,disposable,adj,1,
,,,5,income,n,2,low,adj,1,
,,,5,income,n,2,middle,adj,1,
,,,5,income,n,2,national,adj,1,
,,,5,income,n,2,total,adj,1,
,,,9,group,n,2,distinct,adj,1,
,,,9,group,n,2,diverse,adj,1,
,,,9,group,n,2,dominant,adj,1,
,,,9,group,n,2,ethnic,adj,1,
,,,9,group,n,2,homogeneous,adj,1,
,,,9,group,n,2,powerful,adj,1,
,,,9,group,n,2,racial,adj,1,
,,,9,group,n,2,religious,adj,1,
,,,9,group,n,2,vulnerable,adj,1,
,,,2,type,n,2,distinct,adj,1,
,,,2,type,n,2,specific,adj,1,
,,,1,line,n,2,dividing,adj,1,
,,,3,sphere,n,2,domestic,adj,1,
,,,3,sphere,n,2,private,adj,1,
,,,3,sphere,n,2,public,adj,1,
,,,2,violence,n,2,domestic,adj,1,
,,,2,violence,n,2,sexual,adj,1,
,,,2,ideology,n,2,dominant,adj,1,
,,,2,ideology,n,2,political,adj,1,
,,,1,paradigm,n,2,dominant,adj,1,
,,,2,increase,n,2,dramatic,adj,1,
,,,2,increase,n,2,significant,adj,1,
,,,2,conclusion,n,2,general,adj,1,
,,,2,conclusion,n,2,logical,adj,1,
,,,5,force,n,2,driving,adj,1,
,,,5,force,n,2,economic,adj,1,
,,,5,force,n,2,external,adj,1,
,,,5,force,n,2,military,adj,1,
,,,5,force,n,2,powerful,adj,1,
,,,1,equilibrium,n,2,dynamic,adj,1,
,,,8,version,n,2,early,adj,1,
,,,8,version,n,2,electronic,adj,1,
,,,8,version,n,2,final,adj,1,
,,,8,version,n,2,modified,adj,1,
,,,8,version,n,2,online,adj,1,
,,,8,version,n,2,original,adj,1,
,,,8,version,n,2,revised,adj,1,
,,,8,version,n,2,simplified,adj,1,
,,,4,decade,n,2,early,adj,1,
,,,3,affair,n,2,economic,adj,1,
,,,3,affair,n,2,financial,adj,1,
,,,3,affair,n,2,internal,adj,1,
,,,2,benefit,n,2,economic,adj,1,
,,,2,benefit,n,2,potential,adj,1,
,,,1,crisis,n,2,economic,adj,1,
,,,2,exploitation,n,2,economic,adj,1,
,,,2,exploitation,n,2,sexual,adj,1,
,,,2,inequality,n,2,economic,adj,1,
,,,2,inequality,n,2,social,adj,1,
,,,2,integration,n,2,economic,adj,1,
,,,2,integration,n,2,social,adj,1,
,,,9,power,n,2,economic,adj,1,
,,,9,power,n,2,explanatory,adj,1,
,,,9,power,n,2,legislative,adj,1,
,,,9,power,n,2,military,adj,1,
,,,9,power,n,2,nuclear,adj,1,
,,,9,power,n,2,predictive,adj,1,
,,,9,power,n,2,purchasing,adj,1,
,,,9,power,n,2,solar,adj,1,
,,,9,power,n,2,unequal,adj,1,
,,,1,prosperity,n,2,economic,adj,1,
,,,3,reform,n,2,economic,adj,1,
,,,3,reform,n,2,political,adj,1,
,,,3,reform,n,2,social,adj,1,
,,,2,stability,n,2,economic,adj,1,
,,,2,stability,n,2,political,adj,1,
,,,1,programme,n,2,educational,adj,1,
,,,1,provision,n,2,educational,adj,1,
,,,2,qualification,n,2,educational,adj,1,
,,,2,qualification,n,2,professional,adj,1,
,,,2,setting,n,2,educational,adj,1,
,,,2,setting,n,2,social,adj,1,
,,,2,implementation,n,2,effective,adj,1,
,,,2,implementation,n,2,successful,adj,1,
,,,1,intervention,n,2,effective,adj,1,
,,,6,management,n,2,effective,adj,1,
,,,6,management,n,2,financial,adj,1,
,,,6,management,n,2,middle,adj,1,
,,,6,management,n,2,senior,adj,1,
,,,6,management,n,2,strategic,adj,1,
,,,6,management,n,2,top,adj,1,
,,,3,investigation,n,2,empirical,adj,1,
,,,3,investigation,n,2,further,adj,1,
,,,3,investigation,n,2,scientific,adj,1,
,,,1,difficulty,n,2,practical,adj,1,
,,,1,damage,n,2,environmental,adj,1,
,,,1,degradation,n,2,environmental,adj,1,
,,,1,pollution,n,2,environmental,adj,1,
,,,2,protection,n,2,environmental,adj,1,
,,,2,protection,n,2,legal,adj,1,
,,,3,order,n,2,established,adj,1,
,,,3,order,n,2,high,adj,1,
,,,3,order,n,2,natural,adj,1,
,,,2,dilemma,n,2,ethical,adj,1,
,,,2,dilemma,n,2,moral,adj,1,
,,,1,origin,n,2,ethnic,adj,1,
,,,2,design,n,2,experimental,adj,1,
,,,2,design,n,2,urban,adj,1,
,,,2,threat,n,2,external,adj,1,
,,,2,threat,n,2,perceived,adj,1,
,,,2,discrimination,n,2,positive,adj,1,
,,,2,discrimination,n,2,racial,adj,1,
,,,2,challenge,n,2,major,adj,1,
,,,2,challenge,n,2,serious,adj,1,
,,,1,expression,n,2,facial,adj,1,
,,,2,agency,n,2,federal,adj,1,
,,,2,agency,n,2,regulatory,adj,1,
,,,6,movement,n,2,feminist,adj,1,
,,,6,movement,n,2,free,adj,1,
,,,6,movement,n,2,national,adj,1,
,,,6,movement,n,2,political,adj,1,
,,,6,movement,n,2,religious,adj,1,
,,,6,movement,n,2,social,adj,1,
,,,1,answer,n,2,final,adj,1,
,,,7,chapter,n,2,final,adj,1,
,,,7,chapter,n,2,following,adj,1,
,,,7,chapter,n,2,introductory,adj,1,
,,,7,chapter,n,2,opening,adj,1,
,,,7,chapter,n,2,preceding,adj,1,
,,,7,chapter,n,2,previous,adj,1,
,,,7,chapter,n,2,subsequent,adj,1,
,,,3,decision,n,2,final,adj,1,
,,,3,decision,n,2,major,adj,1,
,,,3,decision,n,2,strategic,adj,1,
,,,4,phase,n,2,final,adj,1,
,,,4,phase,n,2,first,adj,1,
,,,4,phase,n,2,initial,adj,1,
,,,4,phase,n,2,next,adj,1,
,,,2,product,n,2,final,adj,1,
,,,2,product,n,2,imported,adj,1,
,,,1,step,n,2,final,adj,1,
,,,3,assistance,n,2,financial,adj,1,
,,,3,assistance,n,2,medical,adj,1,
,,,3,assistance,n,2,technical,adj,1,
,,,6,number,n,2,finite,adj,1,
,,,6,number,n,2,increased,adj,1,
,,,6,number,n,2,infinite,adj,1,
,,,6,number,n,2,significant,adj,1,
,,,6,number,n,2,substantial,adj,1,
,,,6,number,n,2,vast,adj,1,
,,,2,author,n,2,first,adj,1,
,,,2,author,n,2,original,adj,1,
,,,1,draft,n,2,first,adj,1,
,,,1,encounter,n,2,first,adj,1,
,,,4,generation,n,2,first,adj,1,
,,,4,generation,n,2,next,adj,1,
,,,4,generation,n,2,previous,adj,1,
,,,4,generation,n,2,young,adj,1,
,,,3,priority,n,2,first,adj,1,
,,,3,priority,n,2,high,adj,1,
,,,3,priority,n,2,low,adj,1,
,,,1,format,n,2,standard,adj,1,
,,,2,currency,n,2,foreign,adj,1,
,,,2,currency,n,2,single,adj,1,
,,,2,investment,n,2,foreign,adj,1,
,,,2,investment,n,2,private,adj,1,
,,,1,investor,n,2,foreign,adj,1,
,,,1,obligation,n,2,legal,adj,1,
,,,2,potential,n,2,full,adj,1,
,,,2,potential,n,2,great,adj,1,
,,,3,requirement,n,2,functional,adj,1,
,,,3,requirement,n,2,legal,adj,1,
,,,3,requirement,n,2,minimum,adj,1,
,,,1,prospect,n,2,future,adj,1,
,,,1,insight,n,2,new,adj,1,
,,,3,equality,n,2,great,adj,1,
,,,3,equality,n,2,racial,adj,1,
,,,3,equality,n,2,social,adj,1,
,,,2,stereotype,n,2,negative,adj,1,
,,,2,stereotype,n,2,racial,adj,1,
,,,2,consensus,n,2,general,adj,1,
,,,2,consensus,n,2,political,adj,1,
,,,1,formula,n,2,general,adj,1,
,,,4,tendency,n,2,general,adj,1,
,,,4,tendency,n,2,increasing,adj,1,
,,,4,tendency,n,2,natural,adj,1,
,,,4,tendency,n,2,strong,adj,1,
,,,2,distribution,n,2,geographical,adj,1,
,,,2,distribution,n,2,normal,adj,1,
,,,1,location,n,2,geographical,adj,1,
,,,1,consent,n,2,informed,adj,1,
,,,5,emphasis,n,2,great,adj,1,
,,,5,emphasis,n,2,increasing,adj,1,
,,,5,emphasis,n,2,particular,adj,1,
,,,5,emphasis,n,2,special,adj,1,
,,,5,emphasis,n,2,strong,adj,1,
,,,2,feedback,n,2,negative,adj,1,
,,,2,feedback,n,2,positive,adj,1,
,,,1,presentation,n,2,oral,adj,1,
,,,2,capitalism,n,2,global,adj,1,
,,,2,capitalism,n,2,industrial,adj,1,
,,,1,marketplace,n,2,global,adj,1,
,,,1,network,n,2,global,adj,1,
,,,3,shift,n,2,global,adj,1,
,,,3,shift,n,2,major,adj,1,
,,,3,shift,n,2,significant,adj,1,
,,,1,trade,n,2,global,adj,1,
,,,1,village,n,2,global,adj,1,
,,,1,expenditure,n,2,public,adj,1,
,,,4,representation,n,2,graphical,adj,1,
,,,4,representation,n,2,political,adj,1,
,,,4,representation,n,2,schematic,adj,1,
,,,4,representation,n,2,visual,adj,1,
,,,1,accuracy,n,2,great,adj,1,
,,,5,majority,n,2,great,adj,1,
,,,5,majority,n,2,large,adj,1,
,,,5,majority,n,2,overwhelming,adj,1,
,,,5,majority,n,2,simple,adj,1,
,,,5,majority,n,2,vast,adj,1,
,,,6,proportion,n,2,great,adj,1,
,,,6,proportion,n,2,high,adj,1,
,,,6,proportion,n,2,increasing,adj,1,
,,,6,proportion,n,2,large,adj,1,
,,,6,proportion,n,2,significant,adj,1,
,,,6,proportion,n,2,small,adj,1,
,,,2,autonomy,n,2,great,adj,1,
,,,2,autonomy,n,2,relative,adj,1,
,,,5,awareness,n,2,great,adj,1,
,,,5,awareness,n,2,growing,adj,1,
,,,5,awareness,n,2,increased,adj,1,
,,,5,awareness,n,2,increasing,adj,1,
,,,5,awareness,n,2,public,adj,1,
,,,1,flexibility,n,2,great,adj,1,
,,,1,likelihood,n,2,great,adj,1,
,,,1,concentration,n,2,high,adj,1,
,,,5,correlation,n,2,high,adj,1,
,,,5,correlation,n,2,negative,adj,1,
,,,5,correlation,n,2,positive,adj,1,
,,,5,correlation,n,2,significant,adj,1,
,,,5,correlation,n,2,strong,adj,1,
,,,2,expectation,n,2,high,adj,1,
,,,2,expectation,n,2,social,adj,1,
,,,1,incidence,n,2,high,adj,1,
,,,2,intensity,n,2,high,adj,1,
,,,2,intensity,n,2,low,adj,1,
,,,4,percentage,n,2,high,adj,1,
,,,4,percentage,n,2,large,adj,1,
,,,4,percentage,n,2,low,adj,1,
,,,4,percentage,n,2,small,adj,1,
,,,2,profile,n,2,high,adj,1,
,,,2,profile,n,2,low,adj,1,
,,,3,quality,n,2,high,adj,1,
,,,3,quality,n,2,low,adj,1,
,,,3,quality,n,2,personal,adj,1,
,,,4,standard,n,2,high,adj,1,
,,,4,standard,n,2,living,adj,1,
,,,4,standard,n,2,minimum,adj,1,
,,,4,standard,n,2,professional,adj,1,
,,,2,turnover,n,2,high,adj,1,
,,,2,turnover,n,2,low,adj,1,
,,,2,unemployment,n,2,high,adj,1,
,,,2,unemployment,n,2,low,adj,1,
,,,2,frequency,n,2,high,adj,1,
,,,2,frequency,n,2,low,adj,1,
,,,3,education,n,2,high,adj,1,
,,,3,education,n,2,primary,adj,1,
,,,3,education,n,2,secondary,adj,1,
,,,1,event,n,2,historical,adj,1,
,,,3,reality,n,2,historical,adj,1,
,,,3,reality,n,2,objective,adj,1,
,,,3,reality,n,2,political,adj,1,
,,,1,root,n,2,historical,adj,1,
,,,1,specie,n,2,human,adj,1,
,,,1,good,n,2,imported,adj,1,
,,,1,competition,n,2,increased,adj,1,
,,,2,demand,n,2,increased,adj,1,
,,,2,demand,n,2,increasing,adj,1,
,,,2,production,n,2,increased,adj,1,
,,,2,production,n,2,industrial,adj,1,
,,,1,productivity,n,2,increased,adj,1,
,,,1,complexity,n,2,increasing,adj,1,
,,,1,people,n,2,indigenous,adj,1,
,,,2,population,n,2,indigenous,adj,1,
,,,2,population,n,2,rural,adj,1,
,,,2,choice,n,2,individual,adj,1,
,,,2,choice,n,2,personal,adj,1,
,,,6,experience,n,2,individual,adj,1,
,,,6,experience,n,2,personal,adj,1,
,,,6,experience,n,2,previous,adj,1,
,,,6,experience,n,2,prior,adj,1,
,,,6,experience,n,2,professional,adj,1,
,,,6,experience,n,2,shared,adj,1,
,,,1,item,n,2,individual,adj,1,
,,,3,right,n,2,individual,adj,1,
,,,3,right,n,2,legal,adj,1,
,,,3,right,n,2,natural,adj,1,
,,,1,nation,n,2,industrialized,adj,1,
,,,1,arrangement,n,2,institutional,adj,1,
,,,4,property,n,2,intellectual,adj,1,
,,,4,property,n,2,physical,adj,1,
,,,4,property,n,2,similar,adj,1,
,,,4,property,n,2,structural,adj,1,
,,,1,organ,n,2,internal,adj,1,
,,,2,body,n,2,international,adj,1,
,,,2,body,n,2,professional,adj,1,
,,,3,organization,n,2,international,adj,1,
,,,3,organization,n,2,political,adj,1,
,,,3,organization,n,2,social,adj,1,
,,,1,treaty,n,2,international,adj,1,
,,,2,legislation,n,2,national,adj,1,
,,,2,legislation,n,2,proposed,adj,1,
,,,3,finding,n,2,key,adj,1,
,,,3,finding,n,2,main,adj,1,
,,,3,finding,n,2,preliminary,adj,1,
,,,1,player,n,2,key,adj,1,
,,,3,portion,n,2,large,adj,1,
,,,3,portion,n,2,significant,adj,1,
,,,3,portion,n,2,small,adj,1,
,,,3,quantity,n,2,large,adj,1,
,,,3,quantity,n,2,small,adj,1,
,,,2,basis,n,2,legal,adj,1,
,,,2,basis,n,2,theoretical,adj,1,
,,,1,proceeding,n,2,legal,adj,1,
,,,1,rule,n,2,legal,adj,1,
,,,1,measure,n,2,legislative,adj,1,
,,,3,democracy,n,2,liberal,adj,1,
,,,3,democracy,n,2,social,adj,1,
,,,3,democracy,n,2,western,adj,1,
,,,1,capacity,n,2,limited,adj,1,
,,,2,sense,n,2,literal,adj,1,
,,,2,sense,n,2,specific,adj,1,
,,,1,organism,n,2,living,adj,1,
,,,3,duration,n,2,long,adj,1,
,,,3,duration,n,2,maximum,adj,1,
,,,3,duration,n,2,short,adj,1,
,,,1,advantage,n,2,major,adj,1,
,,,2,cause,n,2,major,adj,1,
,,,2,cause,n,2,underlying,adj,1,
,,,2,contribution,n,2,major,adj,1,
,,,2,contribution,n,2,significant,adj,1,
,,,1,adjustment,n,2,structural,adj,1,
,,,1,comment,n,2,written,adj,1,
,,,1,dominance,n,2,male,adj,1,
,,,4,worker,n,2,manual,adj,1,
,,,4,worker,n,2,migrant,adj,1,
,,,4,worker,n,2,skilled,adj,1,
,,,4,worker,n,2,unskilled,adj,1,
,,,4,contrast,n,2,marked,adj,1,
,,,4,contrast,n,2,sharp,adj,1,
,,,4,contrast,n,2,stark,adj,1,
,,,4,contrast,n,2,striking,adj,1,
,,,1,criterion,n,2,objective,adj,1,
,,,2,health,n,2,mental,adj,1,
,,,2,health,n,2,physical,adj,1,
,,,1,illness,n,2,mental,adj,1,
,,,1,wage,n,2,minimum,adj,1,
,,,3,philosophy,n,2,moral,adj,1,
,,,3,philosophy,n,2,natural,adj,1,
,,,3,philosophy,n,2,political,adj,1,
,,,1,recognition,n,2,mutual,adj,1,
,,,1,trust,n,2,mutual,adj,1,
,,,1,average,n,2,national,adj,1,
,,,1,press,n,2,national,adj,1,
,,,1,speaker,n,2,native,adj,1,
,,,1,disaster,n,2,natural,adj,1,
,,,1,law,n,2,natural,adj,1,
,,,2,connotation,n,2,negative,adj,1,
,,,2,connotation,n,2,positive,adj,1,
,,,1,side,n,2,negative,adj,1,
,,,1,initiative,n,2,new,adj,1,
,,,4,decade,n,2,next,adj,1,
,,,4,decade,n,2,previous,adj,1,
,,,4,decade,n,2,recent,adj,1,
,,,1,exception,n,2,notable,adj,1,
,,,1,family,n,2,nuclear,adj,1,
,,,1,war,n,2,nuclear,adj,1,
,,,1,weapon,n,2,nuclear,adj,1,
,,,1,database,n,2,online,adj,1,
,,,1,leader,n,2,political,adj,1,
,,,1,intent,n,2,original,adj,1,
,,,2,aim,n,2,overall,adj,1,
,,,2,aim,n,2,primary,adj,1,
,,,4,individual,n,2,particular,adj,1,
,,,4,individual,n,2,private,adj,1,
,,,4,individual,n,2,single,adj,1,
,,,4,individual,n,2,unique,adj,1,
,,,1,safety,n,2,personal,adj,1,
,,,2,space,n,2,personal,adj,1,
,,,2,space,n,2,physical,adj,1,
,,,1,appearance,n,2,physical,adj,1,
,,,1,presence,n,2,physical,adj,1,
,,,1,symptom,n,2,physical,adj,1,
,,,1,activism,n,2,political,adj,1,
,,,1,agenda,n,2,political,adj,1,
,,,1,arena,n,2,political,adj,1,
,,,1,instability,n,2,political,adj,1,
,,,1,mobilization,n,2,political,adj,1,
,,,3,image,n,2,positive,adj,1,
,,,3,image,n,2,public,adj,1,
,,,3,image,n,2,visual,adj,1,
,,,1,customer,n,2,potential,adj,1,
,,,1,harm,n,2,potential,adj,1,
,,,1,death,n,2,premature,adj,1,
,,,1,election,n,2,presidential,adj,1,
,,,1,paragraph,n,2,previous,adj,1,
,,,1,care,n,2,primary,adj,1,
,,,2,purpose,n,2,primary,adj,1,
,,,2,purpose,n,2,specific,adj,1,
,,,1,colleague,n,2,professional,adj,1,
,,,1,staff,n,2,professional,adj,1,
,,,1,training,n,2,professional,adj,1,
,,,1,member,n,2,prominent,adj,1,
,,,3,material,n,2,published,adj,1,
,,,3,material,n,2,relevant,adj,1,
,,,3,material,n,2,useful,adj,1,
,,,1,administration,n,2,public,adj,1,
,,,1,display,n,2,public,adj,1,
,,,1,domain,n,2,public,adj,1,
,,,1,fund,n,2,public,adj,1,
,,,2,perception,n,2,public,adj,1,
,,,2,perception,n,2,visual,adj,1,
,,,3,literature,n,2,published,adj,1,
,,,3,literature,n,2,relevant,adj,1,
,,,3,literature,n,2,scholarly,adj,1,
,,,1,critique,n,2,radical,adj,1,
,,,2,transformation,n,2,radical,adj,1,
,,,2,transformation,n,2,social,adj,1,
,,,1,sample,n,2,random,adj,1,
,,,1,expansion,n,2,rapid,adj,1,
,,,1,merit,n,2,relative,adj,1,
,,,2,belief,n,2,religious,adj,1,
,,,2,belief,n,2,widespread,adj,1,
,,,1,faith,n,2,religious,adj,1,
,,,1,freedom,n,2,religious,adj,1,
,,,1,edition,n,2,revised,adj,1,
,,,1,objectivity,n,2,scientific,adj,1,
,,,2,entity,n,2,separate,adj,1,
,,,2,entity,n,2,single,adj,1,
,,,1,abuse,n,2,sexual,adj,1,
,,,1,act,n,2,sexual,adj,1,
,,,1,intercourse,n,2,sexual,adj,1,
,,,1,orientation,n,2,sexual,adj,1,
,,,1,figure,n,2,significant,adj,1,
,,,1,improvement,n,2,significant,adj,1,
,,,1,reduction,n,2,significant,adj,1,
,,,1,fraction,n,2,small,adj,1,
,,,1,construct,n,2,social,adj,1,
,,,1,exclusion,n,2,social,adj,1,
,,,1,isolation,n,2,social,adj,1,
,,,1,mobility,n,2,social,adj,1,
,,,1,panel,n,2,solar,adj,1,
,,,1,reference,n,2,specific,adj,1,
,,,1,bond,n,2,strong,adj,1,
,,,1,audience,n,2,wide,adj,1,
,,,1,expertise,n,2,technical,adj,1,
,,,1,term,n,2,technical,adj,1,
,,,1,advance,n,2,technological,adj,1,
,,,1,innovation,n,2,technological,adj,1,
,,,1,progress,n,2,technological,adj,1,
,,,1,centre,n,2,urban,adj,1,
,,,2,array,n,2,vast,adj,1,
,,,2,array,n,2,wide,adj,1,
,,,3,quantity,n,2,vast,adj,1,
,,,1,public,n,2,wide,adj,1,
,,,1,acceptance,n,2,widespread,adj,1,
