Headwords,# Collocates,Total headwords,# Collocates,Headword,POS,Position,Collocate,POS,Position,Total collocations
,,,1,premature,adj,1,death,n,2,
,,,1,present,adj,1,context,n,2,
,,,1,presidential,adj,1,election,n,2,
,,,12,previous,adj,1,chapter,n,2,
,,,12,previous,adj,1,decade,n,2,
,,,12,previous,adj,1,discussion,n,2,
,,,12,previous,adj,1,experience,n,2,
,,,12,previous,adj,1,generation,n,2,
,,,12,previous,adj,1,knowledge,n,2,
,,,12,previous,adj,1,paragraph,n,2,
,,,12,previous,adj,1,part,n,2,
,,,12,previous,adj,1,research,n,2,
,,,12,previous,adj,1,section,n,2,
,,,12,previous,adj,1,study,n,2,
,,,12,previous,adj,1,work,n,2,
,,,14,primary,adj,1,aim,n,2,
,,,14,primary,adj,1,care,n,2,
,,,14,primary,adj,1,concern,n,2,
,,,14,primary,adj,1,data,n,2,
,,,14,primary,adj,1,education,n,2,
,,,14,primary,adj,1,focus,n,2,
,,,14,primary,adj,1,function,n,2,
,,,14,primary,adj,1,objective,n,2,
,,,14,primary,adj,1,purpose,n,2,
,,,14,primary,adj,1,reason,n,2,
,,,14,primary,adj,1,research,n,2,
,,,14,primary,adj,1,responsibility,n,2,
,,,14,primary,adj,1,source,n,2,
,,,14,primary,adj,1,task,n,2,
,,,2,prime,adj,1,example,n,2,
,,,2,prime,adj,1,time,n,2,
,,,1,principal,adj,1,source,n,2,
,,,2,prior,adj,1,experience,n,2,
,,,2,prior,adj,1,knowledge,n,2,
,,,4,private,adj,1,individual,n,2,
,,,4,private,adj,1,investment,n,2,
,,,4,private,adj,1,sector,n,2,
,,,4,private,adj,1,sphere,n,2,
,,,1,privileged,adj,1,position,n,2,
,,,14,professional,adj,1,activity,n,2,
,,,14,professional,adj,1,body,n,2,
,,,14,professional,adj,1,colleague,n,2,
,,,14,professional,adj,1,development,n,2,
,,,14,professional,adj,1,experience,n,2,
,,,14,professional,adj,1,knowledge,n,2,
,,,14,professional,adj,1,practice,n,2,
,,,14,professional,adj,1,qualification,n,2,
,,,14,professional,adj,1,staff,n,2,
,,,14,professional,adj,1,standard,n,2,
,,,14,professional,adj,1,status,n,2,
,,,14,professional,adj,1,support,n,2,
,,,14,professional,adj,1,training,n,2,
,,,14,professional,adj,1,work,n,2,
,,,2,profound,adj,1,effect,n,2,
,,,2,profound,adj,1,impact,n,2,
,,,3,prominent,adj,1,feature,n,2,
,,,3,prominent,adj,1,member,n,2,
,,,3,prominent,adj,1,role,n,2,
,,,1,proposed,adj,1,legislation,n,2,
,,,19,public,adj,1,access,n,2,
,,,19,public,adj,1,administration,n,2,
,,,19,public,adj,1,attitude,n,2,
,,,19,public,adj,1,authority,n,2,
,,,19,public,adj,1,awareness,n,2,
,,,19,public,adj,1,debate,n,2,
,,,19,public,adj,1,discourse,n,2,
,,,19,public,adj,1,display,n,2,
,,,19,public,adj,1,domain,n,2,
,,,19,public,adj,1,expenditure,n,2,
,,,19,public,adj,1,fund,n,2,
,,,19,public,adj,1,image,n,2,
,,,19,public,adj,1,institution,n,2,
,,,19,public,adj,1,perception,n,2,
,,,19,public,adj,1,policy,n,2,
,,,19,public,adj,1,sector,n,2,
,,,19,public,adj,1,sphere,n,2,
,,,19,public,adj,1,transport,n,2,
,,,19,public,adj,1,welfare,n,2,
,,,4,published,adj,1,literature,n,2,
,,,4,published,adj,1,material,n,2,
,,,4,published,adj,1,research,n,2,
,,,4,published,adj,1,work,n,2,
,,,1,purchasing,adj,1,power,n,2,
,,,6,qualitative,adj,1,analysis,n,2,
,,,6,qualitative,adj,1,approach,n,2,
,,,6,qualitative,adj,1,data,n,2,
,,,6,qualitative,adj,1,method,n,2,
,,,6,qualitative,adj,1,research,n,2,
,,,6,qualitative,adj,1,study,n,2,
,,,7,quantitative,adj,1,analysis,n,2,
,,,7,quantitative,adj,1,approach,n,2,
,,,7,quantitative,adj,1,data,n,2,
,,,7,quantitative,adj,1,method,n,2,
,,,7,quantitative,adj,1,research,n,2,
,,,7,quantitative,adj,1,result,n,2,
,,,7,quantitative,adj,1,study,n,2,
,,,5,racial,adj,1,difference,n,2,
,,,5,racial,adj,1,discrimination,n,2,
,,,5,racial,adj,1,equality,n,2,
,,,5,racial,adj,1,group,n,2,
,,,5,racial,adj,1,stereotype,n,2,
,,,4,radical,adj,1,change,n,2,
,,,4,radical,adj,1,critique,n,2,
,,,4,radical,adj,1,difference,n,2,
,,,4,radical,adj,1,transformation,n,2,
,,,3,random,adj,1,error,n,2,
,,,3,random,adj,1,sample,n,2,
,,,3,random,adj,1,variable,n,2,
,,,1,rapid,adj,1,expansion,n,2,
,,,1,raw,adj,1,data,n,2,
,,,1,ready,adj,1,access,n,2,
,,,1,real,adj,1,issue,n,2,
,,,5,recent,adj,1,decade,n,2,
,,,5,recent,adj,1,evidence,n,2,
,,,5,recent,adj,1,research,n,2,
,,,5,recent,adj,1,study,n,2,
,,,5,recent,adj,1,survey,n,2,
,,,1,reciprocal,adj,1,relationship,n,2,
,,,1,recurrent,adj,1,theme,n,2,
,,,2,reflective,adj,1,practice,n,2,
,,,2,reflective,adj,1,question,n,2,
,,,3,regional,adj,1,development,n,2,
,,,3,regional,adj,1,difference,n,2,
,,,3,regional,adj,1,variation,n,2,
,,,2,regulatory,adj,1,agency,n,2,
,,,2,regulatory,adj,1,framework,n,2,
,,,9,related,adj,1,activity,n,2,
,,,9,related,adj,1,area,n,2,
,,,9,related,adj,1,aspect,n,2,
,,,9,related,adj,1,factor,n,2,
,,,9,related,adj,1,information,n,2,
,,,9,related,adj,1,issue,n,2,
,,,9,related,adj,1,problem,n,2,
,,,9,related,adj,1,question,n,2,
,,,9,related,adj,1,topic,n,2,
,,,3,relative,adj,1,autonomy,n,2,
,,,3,relative,adj,1,merit,n,2,
,,,3,relative,adj,1,status,n,2,
,,,6,relevant,adj,1,data,n,2,
,,,6,relevant,adj,1,factor,n,2,
,,,6,relevant,adj,1,information,n,2,
,,,6,relevant,adj,1,issue,n,2,
,,,6,relevant,adj,1,literature,n,2,
,,,6,relevant,adj,1,material,n,2,
,,,2,reliable,adj,1,data,n,2,
,,,2,reliable,adj,1,information,n,2,
,,,7,religious,adj,1,belief,n,2,
,,,7,religious,adj,1,faith,n,2,
,,,7,religious,adj,1,freedom,n,2,
,,,7,religious,adj,1,group,n,2,
,,,7,religious,adj,1,identity,n,2,
,,,7,religious,adj,1,movement,n,2,
,,,7,religious,adj,1,practice,n,2,
,,,1,renewable,adj,1,energy,n,2,
,,,1,renewed,adj,1,interest,n,2,
,,,1,representative,adj,1,government,n,2,
,,,2,revised,adj,1,edition,n,2,
,,,2,revised,adj,1,version,n,2,
,,,1,rich,adj,1,source,n,2,
,,,1,rising,adj,1,cost,n,2,
,,,2,ruling,adj,1,class,n,2,
,,,2,ruling,adj,1,party,n,2,
,,,5,rural,adj,1,area,n,2,
,,,5,rural,adj,1,community,n,2,
,,,5,rural,adj,1,economy,n,2,
,,,5,rural,adj,1,population,n,2,
,,,5,rural,adj,1,society,n,2,
,,,1,safe,adj,1,sex,n,2,
,,,2,salient,adj,1,characteristic,n,2,
,,,2,salient,adj,1,feature,n,2,
,,,1,scarce,adj,1,resource,n,2,
,,,1,schematic,adj,1,representation,n,2,
,,,4,scholarly,adj,1,journal,n,2,
,,,4,scholarly,adj,1,literature,n,2,
,,,4,scholarly,adj,1,research,n,2,
,,,4,scholarly,adj,1,work,n,2,
,,,8,scientific,adj,1,community,n,2,
,,,8,scientific,adj,1,discourse,n,2,
,,,8,scientific,adj,1,evidence,n,2,
,,,8,scientific,adj,1,investigation,n,2,
,,,8,scientific,adj,1,method,n,2,
,,,8,scientific,adj,1,objectivity,n,2,
,,,8,scientific,adj,1,research,n,2,
,,,8,scientific,adj,1,theory,n,2,
,,,3,secondary,adj,1,data,n,2,
,,,3,secondary,adj,1,education,n,2,
,,,3,secondary,adj,1,source,n,2,
,,,2,seminal,adj,1,study,n,2,
,,,2,seminal,adj,1,work,n,2,
,,,1,senior,adj,1,management,n,2,
,,,1,separate,adj,1,entity,n,2,
,,,3,serious,adj,1,challenge,n,2,
,,,3,serious,adj,1,consequence,n,2,
,,,3,serious,adj,1,offence,n,2,
,,,10,sexual,adj,1,abuse,n,2,
,,,10,sexual,adj,1,act,n,2,
,,,10,sexual,adj,1,behaviour,n,2,
,,,10,sexual,adj,1,contact,n,2,
,,,10,sexual,adj,1,difference,n,2,
,,,10,sexual,adj,1,exploitation,n,2,
,,,10,sexual,adj,1,identity,n,2,
,,,10,sexual,adj,1,intercourse,n,2,
,,,10,sexual,adj,1,orientation,n,2,
,,,10,sexual,adj,1,violence,n,2,
,,,3,shared,adj,1,experience,n,2,
,,,3,shared,adj,1,mean,n,2,
,,,3,shared,adj,1,value,n,2,
,,,2,sharp,adj,1,contrast,n,2,
,,,2,sharp,adj,1,distinction,n,2,
,,,2,short,adj,1,duration,n,2,
,,,2,short,adj,1,period,n,2,
,,,26,significant,adj,1,amount,n,2,
,,,26,significant,adj,1,change,n,2,
,,,26,significant,adj,1,contribution,n,2,
,,,26,significant,adj,1,correlation,n,2,
,,,26,significant,adj,1,degree,n,2,
,,,26,significant,adj,1,development,n,2,
,,,26,significant,adj,1,difference,n,2,
,,,26,significant,adj,1,effect,n,2,
,,,26,significant,adj,1,factor,n,2,
,,,26,significant,adj,1,feature,n,2,
,,,26,significant,adj,1,figure,n,2,
,,,26,significant,adj,1,growth,n,2,
,,,26,significant,adj,1,impact,n,2,
,,,26,significant,adj,1,improvement,n,2,
,,,26,significant,adj,1,increase,n,2,
,,,26,significant,adj,1,influence,n,2,
,,,26,significant,adj,1,interaction,n,2,
,,,26,significant,adj,1,number,n,2,
,,,26,significant,adj,1,part,n,2,
,,,26,significant,adj,1,portion,n,2,
,,,26,significant,adj,1,proportion,n,2,
,,,26,significant,adj,1,reduction,n,2,
,,,26,significant,adj,1,relationship,n,2,
,,,26,significant,adj,1,role,n,2,
,,,26,significant,adj,1,shift,n,2,
,,,26,significant,adj,1,variation,n,2,
,,,9,similar,adj,1,approach,n,2,
,,,9,similar,adj,1,argument,n,2,
,,,9,similar,adj,1,characteristic,n,2,
,,,9,similar,adj,1,effect,n,2,
,,,9,similar,adj,1,issue,n,2,
,,,9,similar,adj,1,pattern,n,2,
,,,9,similar,adj,1,property,n,2,
,,,9,similar,adj,1,result,n,2,
,,,9,similar,adj,1,situation,n,2,
,,,1,simple,adj,1,majority,n,2,
,,,1,simplified,adj,1,version,n,2,
,,,7,single,adj,1,currency,n,2,
,,,7,single,adj,1,element,n,2,
,,,7,single,adj,1,entity,n,2,
,,,7,single,adj,1,individual,n,2,
,,,7,single,adj,1,issue,n,2,
,,,7,single,adj,1,source,n,2,
,,,7,single,adj,1,variable,n,2,
,,,1,skilled,adj,1,worker,n,2,
,,,1,slow,adj,1,process,n,2,
,,,6,small,adj,1,fraction,n,2,
,,,6,small,adj,1,minority,n,2,
,,,6,small,adj,1,percentage,n,2,
,,,6,small,adj,1,portion,n,2,
,,,6,small,adj,1,proportion,n,2,
,,,6,small,adj,1,quantity,n,2,
,,,43,social,adj,1,activity,n,2,
,,,43,social,adj,1,aspect,n,2,
,,,43,social,adj,1,attitude,n,2,
,,,43,social,adj,1,background,n,2,
,,,43,social,adj,1,behaviour,n,2,
,,,43,social,adj,1,circumstance,n,2,
,,,43,social,adj,1,conflict,n,2,
,,,43,social,adj,1,consequence,n,2,
,,,43,social,adj,1,construct,n,2,
,,,43,social,adj,1,contact,n,2,
,,,43,social,adj,1,context,n,2,
,,,43,social,adj,1,democracy,n,2,
,,,43,social,adj,1,dimension,n,2,
,,,43,social,adj,1,environment,n,2,
,,,43,social,adj,1,equality,n,2,
,,,43,social,adj,1,exclusion,n,2,
,,,43,social,adj,1,expectation,n,2,
,,,43,social,adj,1,factor,n,2,
,,,43,social,adj,1,function,n,2,
,,,43,social,adj,1,identity,n,2,
,,,43,social,adj,1,implication,n,2,
,,,43,social,adj,1,inequality,n,2,
,,,43,social,adj,1,institution,n,2,
,,,43,social,adj,1,integration,n,2,
,,,43,social,adj,1,interaction,n,2,
,,,43,social,adj,1,isolation,n,2,
,,,43,social,adj,1,mobility,n,2,
,,,43,social,adj,1,movement,n,2,
,,,43,social,adj,1,norm,n,2,
,,,43,social,adj,1,organization,n,2,
,,,43,social,adj,1,phenomenon,n,2,
,,,43,social,adj,1,policy,n,2,
,,,43,social,adj,1,reform,n,2,
,,,43,social,adj,1,relationship,n,2,
,,,43,social,adj,1,responsibility,n,2,
,,,43,social,adj,1,setting,n,2,
,,,43,social,adj,1,significance,n,2,
,,,43,social,adj,1,status,n,2,
,,,43,social,adj,1,structure,n,2,
,,,43,social,adj,1,theory,n,2,
,,,43,social,adj,1,transformation,n,2,
,,,43,social,adj,1,trend,n,2,
,,,43,social,adj,1,welfare,n,2,
,,,1,socioeconomic,adj,1,status,n,2,
,,,4,solar,adj,1,energy,n,2,
,,,4,solar,adj,1,panel,n,2,
,,,4,solar,adj,1,power,n,2,
,,,4,solar,adj,1,system,n,2,
,,,1,sovereign,adj,1,state,n,2,
,,,5,special,adj,1,circumstance,n,2,
,,,5,special,adj,1,emphasis,n,2,
,,,5,special,adj,1,issue,n,2,
,,,5,special,adj,1,relationship,n,2,
,,,5,special,adj,1,status,n,2,
,,,22,specific,adj,1,area,n,2,
,,,22,specific,adj,1,aspect,n,2,
,,,22,specific,adj,1,case,n,2,
,,,22,specific,adj,1,characteristic,n,2,
,,,22,specific,adj,1,context,n,2,
,,,22,specific,adj,1,example,n,2,
,,,22,specific,adj,1,factor,n,2,
,,,22,specific,adj,1,feature,n,2,
,,,22,specific,adj,1,focus,n,2,
,,,22,specific,adj,1,form,n,2,
,,,22,specific,adj,1,function,n,2,
,,,22,specific,adj,1,information,n,2,
,,,22,specific,adj,1,issue,n,2,
,,,22,specific,adj,1,knowledge,n,2,
,,,22,specific,adj,1,meaning,n,2,
,,,22,specific,adj,1,need,n,2,
,,,22,specific,adj,1,problem,n,2,
,,,22,specific,adj,1,purpose,n,2,
,,,22,specific,adj,1,question,n,2,
,,,22,specific,adj,1,reference,n,2,
,,,22,specific,adj,1,sense,n,2,
,,,22,specific,adj,1,type,n,2,
,,,4,standard,adj,1,approach,n,2,
,,,4,standard,adj,1,error,n,2,
,,,4,standard,adj,1,format,n,2,
,,,4,standard,adj,1,method,n,2,
,,,1,stark,adj,1,contrast,n,2,
,,,7,statistical,adj,1,analysis,n,2,
,,,7,statistical,adj,1,data,n,2,
,,,7,statistical,adj,1,information,n,2,
,,,7,statistical,adj,1,method,n,2,
,,,7,statistical,adj,1,significance,n,2,
,,,7,statistical,adj,1,technique,n,2,
,,,7,statistical,adj,1,test,n,2,
,,,5,strategic,adj,1,decision,n,2,
,,,5,strategic,adj,1,importance,n,2,
,,,5,strategic,adj,1,management,n,2,
,,,5,strategic,adj,1,objective,n,2,
,,,5,strategic,adj,1,planning,n,2,
,,,3,striking,adj,1,contrast,n,2,
,,,3,striking,adj,1,example,n,2,
,,,3,striking,adj,1,feature,n,2,
,,,8,strong,adj,1,bond,n,2,
,,,8,strong,adj,1,correlation,n,2,
,,,8,strong,adj,1,emphasis,n,2,
,,,8,strong,adj,1,evidence,n,2,
,,,8,strong,adj,1,link,n,2,
,,,8,strong,adj,1,reaction,n,2,
,,,8,strong,adj,1,relationship,n,2,
,,,8,strong,adj,1,tendency,n,2,
,,,5,structural,adj,1,adjustment,n,2,
,,,5,structural,adj,1,change,n,2,
,,,5,structural,adj,1,element,n,2,
,,,5,structural,adj,1,feature,n,2,
,,,5,structural,adj,1,property,n,2,
,,,1,subject,adj,1,area,n,2,
,,,5,subsequent,adj,1,analysis,n,2,
,,,5,subsequent,adj,1,chapter,n,2,
,,,5,subsequent,adj,1,development,n,2,
,,,5,subsequent,adj,1,study,n,2,
,,,5,subsequent,adj,1,work,n,2,
,,,5,substantial,adj,1,amount,n,2,
,,,5,substantial,adj,1,difference,n,2,
,,,5,substantial,adj,1,evidence,n,2,
,,,5,substantial,adj,1,number,n,2,
,,,5,substantial,adj,1,part,n,2,
,,,1,successful,adj,1,implementation,n,2,
,,,5,sufficient,adj,1,condition,n,2,
,,,5,sufficient,adj,1,detail,n,2,
,,,5,sufficient,adj,1,evidence,n,2,
,,,5,sufficient,adj,1,information,n,2,
,,,5,sufficient,adj,1,resource,n,2,
,,,1,superior,adj,1,performance,n,2,
,,,1,supporting,adj,1,evidence,n,2,
,,,1,symbiotic,adj,1,relationship,n,2,
,,,3,systematic,adj,1,analysis,n,2,
,,,3,systematic,adj,1,approach,n,2,
,,,3,systematic,adj,1,study,n,2,
,,,1,tacit,adj,1,knowledge,n,2,
,,,10,technical,adj,1,aspect,n,2,
,,,10,technical,adj,1,assistance,n,2,
,,,10,technical,adj,1,detail,n,2,
,,,10,technical,adj,1,expertise,n,2,
,,,10,technical,adj,1,issue,n,2,
,,,10,technical,adj,1,knowledge,n,2,
,,,10,technical,adj,1,problem,n,2,
,,,10,technical,adj,1,skill,n,2,
,,,10,technical,adj,1,support,n,2,
,,,10,technical,adj,1,term,n,2,
,,,5,technological,adj,1,advance,n,2,
,,,5,technological,adj,1,change,n,2,
,,,5,technological,adj,1,development,n,2,
,,,5,technological,adj,1,innovation,n,2,
,,,5,technological,adj,1,progress,n,2,
,,,1,textual,adj,1,analysis,n,2,
,,,1,thematic,adj,1,analysis,n,2,
,,,12,theoretical,adj,1,analysis,n,2,
,,,12,theoretical,adj,1,approach,n,2,
,,,12,theoretical,adj,1,basis,n,2,
,,,12,theoretical,adj,1,concept,n,2,
,,,12,theoretical,adj,1,debate,n,2,
,,,12,theoretical,adj,1,framework,n,2,
,,,12,theoretical,adj,1,issue,n,2,
,,,12,theoretical,adj,1,model,n,2,
,,,12,theoretical,adj,1,perspective,n,2,
,,,12,theoretical,adj,1,study,n,2,
,,,12,theoretical,adj,1,understanding,n,2,
,,,12,theoretical,adj,1,work,n,2,
,,,1,third,adj,1,party,n,2,
,,,1,top,adj,1,management,n,2,
,,,1,total,adj,1,income,n,2,
,,,9,traditional,adj,1,approach,n,2,
,,,9,traditional,adj,1,culture,n,2,
,,,9,traditional,adj,1,form,n,2,
,,,9,traditional,adj,1,method,n,2,
,,,9,traditional,adj,1,practice,n,2,
,,,9,traditional,adj,1,research,n,2,
,,,9,traditional,adj,1,society,n,2,
,,,9,traditional,adj,1,value,n,2,
,,,9,traditional,adj,1,view,n,2,
,,,1,transferable,adj,1,skill,n,2,
,,,1,typical,adj,1,example,n,2,
,,,1,ultimate,adj,1,goal,n,2,
,,,6,underlying,adj,1,assumption,n,2,
,,,6,underlying,adj,1,cause,n,2,
,,,6,underlying,adj,1,principle,n,2,
,,,6,underlying,adj,1,process,n,2,
,,,6,underlying,adj,1,reason,n,2,
,,,6,underlying,adj,1,structure,n,2,
,,,1,unequal,adj,1,power,n,2,
,,,1,unfair,adj,1,treatment,n,2,
,,,1,unintended,adj,1,consequence,n,2,
,,,3,unique,adj,1,individual,n,2,
,,,3,unique,adj,1,opportunity,n,2,
,,,3,unique,adj,1,position,n,2,
,,,1,unlimited,adj,1,access,n,2,
,,,1,unskilled,adj,1,worker,n,2,
,,,5,urban,adj,1,area,n,2,
,,,5,urban,adj,1,centre,n,2,
,,,5,urban,adj,1,design,n,2,
,,,5,urban,adj,1,development,n,2,
,,,5,urban,adj,1,environment,n,2,
,,,6,useful,adj,1,information,n,2,
,,,6,useful,adj,1,material,n,2,
,,,6,useful,adj,1,mean,n,2,
,,,6,useful,adj,1,source,n,2,
,,,6,useful,adj,1,summary,n,2,
,,,6,useful,adj,1,tool,n,2,
,,,1,valid,adj,1,argument,n,2,
,,,2,valuable,adj,1,information,n,2,
,,,2,valuable,adj,1,resource,n,2,
,,,1,various,adj,1,aspect,n,2,
,,,1,varying,adj,1,degree,n,2,
,,,7,vast,adj,1,amount,n,2,
,,,7,vast,adj,1,area,n,2,
,,,7,vast,adj,1,array,n,2,
,,,7,vast,adj,1,majority,n,2,
,,,7,vast,adj,1,number,n,2,
,,,7,vast,adj,1,quantity,n,2,
,,,7,vast,adj,1,range,n,2,
,,,2,verbal,adj,1,communication,n,2,
,,,2,verbal,adj,1,language,n,2,
,,,1,vested,adj,1,interest,n,2,
,,,1,virtual,adj,1,community,n,2,
,,,4,visual,adj,1,image,n,2,
,,,4,visual,adj,1,medium,n,2,
,,,4,visual,adj,1,perception,n,2,
,,,4,visual,adj,1,representation,n,2,
,,,3,vital,adj,1,importance,n,2,
,,,3,vital,adj,1,part,n,2,
,,,3,vital,adj,1,role,n,2,
,,,1,vulnerable,adj,1,group,n,2,
,,,3,western,adj,1,democracy,n,2,
,,,3,western,adj,1,society,n,2,
,,,3,western,adj,1,tradition,n,2,
,,,3,whole,adj,1,area,n,2,
,,,3,whole,adj,1,period,n,2,
,,,3,whole,adj,1,range,n,2,
,,,11,wide,adj,1,area,n,2,
,,,11,wide,adj,1,array,n,2,
,,,11,wide,adj,1,range,n,2,
,,,11,wide,adj,1,variation,n,2,
,,,11,wide,adj,1,audience,n,2,
,,,11,wide,adj,1,community,n,2,
,,,11,wide,adj,1,context,n,2,
,,,11,wide,adj,1,implication,n,2,
,,,11,wide,adj,1,issue,n,2,
,,,11,wide,adj,1,public,n,2,
,,,11,wide,adj,1,society,n,2,
,,,4,widespread,adj,1,acceptance,n,2,
,,,4,widespread,adj,1,belief,n,2,
,,,4,widespread,adj,1,support,n,2,
,,,4,widespread,adj,1,use,n,2,
,,,3,written,adj,1,comment,n,2,
,,,3,written,adj,1,communication,n,2,
,,,3,written,adj,1,statement,n,2,
,,,1,young,adj,1,generation,n,2,
